Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,263.089996,275.0,262.73999,265.019989,265.019989,777000
2019-07-02,265.910004,268.320007,260.350006,261.48999,261.48999,358200
2019-07-03,262.160004,264.420013,260.160004,261.329987,261.329987,186400
2019-07-05,260.309998,262.660004,257.630005,261.47000099999997,261.47000099999997,335800
2019-07-08,261.02999900000003,262.420013,254.830002,257.77999900000003,257.77999900000003,356900
2019-07-09,256.109985,258.97000099999997,253.44999700000002,257.299988,257.299988,368200
2019-07-10,257.670013,262.149994,255.559998,255.809998,255.809998,390300
2019-07-11,257.959991,266.540009,256.01001,266.089996,266.089996,452200
2019-07-12,264.5,265.480011,257.25,262.690002,262.690002,400100
2019-07-15,263.190002,265.660004,258.079987,260.579987,260.579987,355900
2019-07-16,261.880005,261.98999,253.399994,253.75,253.75,378500
2019-07-17,254.33999599999999,261.549988,254.33999599999999,260.059998,260.059998,369200
2019-07-18,259.02999900000003,263.399994,259.02999900000003,262.769989,262.769989,310900
2019-07-19,264.079987,266.859985,260.309998,260.47000099999997,260.47000099999997,255200
2019-07-22,260.700012,270.25,260.700012,263.97000099999997,263.97000099999997,429300
2019-07-23,265.26001,266.660004,261.290009,264.670013,264.670013,391100
2019-07-24,265.27999900000003,276.02999900000003,264.700012,275.940002,275.940002,470300
2019-07-25,275.230011,275.329987,269.359985,272.209991,272.209991,389500
2019-07-26,274.26001,275.109985,271.019989,272.660004,272.660004,299100
2019-07-29,271.980011,276.459991,267.589996,275.929993,275.929993,378600
2019-07-30,273.869995,279.519989,273.609985,279.230011,279.230011,389600
2019-07-31,280.369995,285.769989,276.049988,278.559998,278.559998,572200
2019-08-01,222.69999700000002,224.99000499999997,197.809998,204.869995,204.869995,4255200
2019-08-02,197.970001,204.820007,197.009995,200.619995,200.619995,1264600
2019-08-05,207.179993,212.75,201.490005,204.529999,204.529999,1524700
2019-08-06,205.800003,209.25,197.050003,200.479996,200.479996,794200
2019-08-07,198.949997,199.100006,189.630005,189.929993,189.929993,1110000
2019-08-08,190.229996,192.940002,181.020004,191.699997,191.699997,1309500
2019-08-09,191.300003,196.470001,189.899994,191.0,191.0,507500
2019-08-12,188.669998,193.419998,187.429993,191.720001,191.720001,518600
2019-08-13,189.360001,198.070007,189.320007,197.149994,197.149994,664900
2019-08-14,194.029999,197.679993,189.729996,190.130005,190.130005,566000
2019-08-15,190.919998,193.149994,190.270004,192.059998,192.059998,663600
2019-08-16,192.639999,194.470001,191.83999599999999,193.009995,193.009995,484400
2019-08-19,195.0,195.0,190.220001,192.309998,192.309998,469600
2019-08-20,192.970001,200.429993,192.169998,192.630005,192.630005,478800
2019-08-21,192.860001,197.679993,192.860001,195.83999599999999,195.83999599999999,439700
2019-08-22,197.300003,200.0,194.800003,195.440002,195.440002,374000
2019-08-23,194.600006,195.649994,188.679993,189.58999599999999,189.58999599999999,478000
2019-08-26,190.809998,193.240005,188.050003,190.440002,190.440002,358600
2019-08-27,191.46000700000002,193.03999299999998,188.860001,190.059998,190.059998,355200
2019-08-28,189.880005,194.220001,189.309998,191.199997,191.199997,525700
2019-08-29,192.0,194.369995,190.0,192.009995,192.009995,408300
2019-08-30,193.5,194.350006,191.33999599999999,193.070007,193.070007,397100
2019-09-03,192.080002,192.470001,182.050003,183.639999,183.639999,647200
2019-09-04,185.83999599999999,186.990005,180.0,183.380005,183.380005,458200
2019-09-05,185.070007,191.020004,182.820007,190.25,190.25,403100
2019-09-06,191.0,192.380005,188.350006,189.429993,189.429993,271100
2019-09-09,190.16000400000001,190.16000400000001,183.080002,186.809998,186.809998,429400
2019-09-10,186.0,192.990005,185.220001,191.820007,191.820007,647000
2019-09-11,191.96000700000002,192.979996,187.58999599999999,191.070007,191.070007,484600
2019-09-12,191.580002,193.529999,183.899994,188.020004,188.020004,506700
2019-09-13,188.179993,190.58999599999999,186.270004,186.41000400000001,186.41000400000001,509500
2019-09-16,185.0,191.66000400000001,182.580002,190.53999299999998,190.53999299999998,604000
2019-09-17,189.71000700000002,191.800003,188.330002,190.53999299999998,190.53999299999998,345000
2019-09-18,190.059998,191.369995,187.229996,190.669998,190.669998,285100
2019-09-19,191.520004,193.649994,189.320007,192.320007,192.320007,379300
2019-09-20,193.0,196.490005,191.679993,192.759995,192.759995,999900
2019-09-23,192.470001,192.470001,184.75,186.009995,186.009995,700800
2019-09-24,186.020004,189.279999,181.28999299999998,184.350006,184.350006,757900
2019-09-25,186.320007,186.770004,181.199997,185.279999,185.279999,355800
2019-09-26,185.509995,185.509995,175.740005,177.649994,177.649994,630800
2019-09-27,179.309998,179.389999,174.440002,175.889999,175.889999,589600
2019-09-30,175.78999299999998,180.429993,174.0,177.889999,177.889999,624500
2019-10-01,177.889999,180.809998,169.850006,170.21000700000002,170.21000700000002,696200
2019-10-02,168.630005,169.070007,163.220001,163.389999,163.389999,629400
2019-10-03,162.899994,167.03999299999998,159.399994,167.029999,167.029999,760200
2019-10-04,168.570007,170.979996,167.979996,169.25,169.25,473200
2019-10-07,167.020004,169.669998,164.309998,164.429993,164.429993,522400
2019-10-08,163.5,164.380005,158.449997,159.490005,159.490005,811700
2019-10-09,160.100006,161.149994,157.470001,159.309998,159.309998,791000
2019-10-10,159.119995,162.580002,155.020004,162.33999599999999,162.33999599999999,1089300
2019-10-11,164.100006,173.220001,163.729996,169.639999,169.639999,647100
2019-10-14,169.580002,177.5,169.300003,176.509995,176.509995,813500
2019-10-15,177.139999,179.699997,175.639999,177.869995,177.869995,602600
2019-10-16,177.270004,180.190002,175.669998,178.669998,178.669998,421600
2019-10-17,179.029999,179.100006,176.199997,176.520004,176.520004,450500
2019-10-18,177.220001,178.860001,172.429993,175.300003,175.300003,416600
2019-10-21,177.029999,177.91000400000001,175.300003,175.970001,175.970001,568800
2019-10-22,176.679993,177.529999,170.580002,170.830002,170.830002,440700
2019-10-23,171.740005,184.169998,170.619995,178.729996,178.729996,754500
2019-10-24,178.860001,183.199997,177.899994,179.96000700000002,179.96000700000002,551800
2019-10-25,180.479996,183.699997,179.46000700000002,182.33999599999999,182.33999599999999,438600
2019-10-28,183.759995,186.259995,180.360001,183.91000400000001,183.91000400000001,528300
2019-10-29,181.320007,186.600006,180.509995,184.949997,184.949997,1017500
2019-10-30,184.070007,184.479996,177.75,181.770004,181.770004,1030900
2019-10-31,189.16000400000001,210.75999500000003,187.5,207.580002,207.580002,2406000
2019-11-01,207.5,216.979996,203.179993,216.789993,216.789993,1059200
2019-11-04,218.080002,220.55000299999998,214.11000099999998,220.419998,220.419998,742000
2019-11-05,220.229996,220.460007,214.5,217.539993,217.539993,579700
2019-11-06,217.49000499999997,217.88999900000002,213.25,214.61000099999998,214.61000099999998,566700
2019-11-07,216.07000699999998,221.850006,215.83999599999999,219.13000499999998,219.13000499999998,528000
2019-11-08,218.020004,219.99000499999997,214.399994,219.61999500000002,219.61999500000002,385600
2019-11-11,217.83999599999999,221.32000699999998,216.91000400000001,220.080002,220.080002,490900
2019-11-12,220.399994,227.27999900000003,218.36000099999998,223.539993,223.539993,552500
2019-11-13,221.979996,223.729996,218.91000400000001,220.00999500000003,220.00999500000003,409500
2019-11-14,219.770004,222.789993,217.75,220.94999700000002,220.94999700000002,294400
2019-11-15,221.82000699999998,224.36000099999998,220.0,223.229996,223.229996,323800
2019-11-18,216.850006,218.94999700000002,177.53999299999998,178.08999599999999,178.08999599999999,3295900
2019-11-19,179.190002,189.08999599999999,172.08999599999999,184.33999599999999,184.33999599999999,2418300
2019-11-20,184.33999599999999,192.009995,184.33999599999999,185.25,185.25,1159600
2019-11-21,185.520004,188.0,178.740005,186.66000400000001,186.66000400000001,773700
2019-11-22,188.130005,190.809998,180.880005,182.0,182.0,804300
2019-11-25,182.0,188.889999,181.220001,187.570007,187.570007,744600
2019-11-26,187.619995,195.050003,186.0,194.259995,194.259995,1130400
2019-11-27,194.970001,202.869995,194.279999,196.78999299999998,196.78999299999998,747400
2019-11-29,196.509995,200.970001,195.169998,196.179993,196.179993,371700
